order_id,customer_id,order_date,product_name,category,quantity,unit_price,line_item_total
ORD-5028,CUST-1096,18-07-2024,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5028,CUST-1096,18-07-2024,Sprite,Carbonated Soft Drinks,8,1.45,11.6
ORD-5029,CUST-1028,19-05-2024,Monster Energy Original,Energy Drinks,1,3.5,3.5
ORD-5029,CUST-1028,19-05-2024,Minute Maid Lemonade,Juices & Plant-Based,6,2.25,13.5
ORD-5029,CUST-1028,19-05-2024,Kinley Soda,Hydration,11,1.2,13.2
ORD-5029,CUST-1028,19-05-2024,Fairlife Protein Shake,Juices & Plant-Based,7,5,35
ORD-5030,CUST-1092,25-03-2024,Coke Zero Sugar,Carbonated Soft Drinks,10,1.6,16
ORD-5030,CUST-1092,25-03-2024,Monster Ultra White,Energy Drinks,1,3.75,3.75
ORD-5030,CUST-1092,25-03-2024,Minute Maid Lemonade,Juices & Plant-Based,10,2.25,22.5
ORD-5030,CUST-1092,25-03-2024,Kinley Water 500ml,Hydration,11,1,11
ORD-5031,CUST-1003,12-02-2024,Coke Zero Sugar,Carbonated Soft Drinks,8,1.6,12.8
ORD-5031,CUST-1003,12-02-2024,Coke Zero Sugar,Carbonated Soft Drinks,1,1.6,1.6
ORD-5031,CUST-1003,12-02-2024,Fanta Orange,Carbonated Soft Drinks,7,1.45,10.15
ORD-5031,CUST-1003,12-02-2024,Minute Maid Orange Juice,Juices & Plant-Based,4,2.5,10
ORD-5032,CUST-1058,16-06-2024,Fairlife Protein Shake,Juices & Plant-Based,7,5,35
ORD-5032,CUST-1058,16-06-2024,Fanta Orange,Carbonated Soft Drinks,7,1.45,10.15
ORD-5032,CUST-1058,16-06-2024,Fanta Orange,Carbonated Soft Drinks,2,1.45,2.9
ORD-5033,CUST-1060,10-01-2024,Minute Maid Orange Juice,Juices & Plant-Based,4,2.5,10
ORD-5034,CUST-1083,05-02-2024,Fairlife Protein Shake,Juices & Plant-Based,1,5,5
ORD-5035,CUST-1031,12-04-2024,Kinley Water 500ml,Hydration,3,1,3
ORD-5036,CUST-1030,05-03-2024,Kinley Soda,Hydration,2,1.2,2.4
ORD-5036,CUST-1030,05-03-2024,Kinley Water 500ml,Hydration,4,1,4
ORD-5036,CUST-1030,05-03-2024,Monster Energy Original,Energy Drinks,12,3.5,42
ORD-5036,CUST-1030,05-03-2024,Fanta Orange,Carbonated Soft Drinks,6,1.45,8.7
ORD-5037,CUST-1021,06-11-2024,Fairlife Protein Shake,Juices & Plant-Based,3,5,15
ORD-5038,CUST-1039,25-02-2024,Fanta Orange,Carbonated Soft Drinks,10,1.45,14.5
ORD-5039,CUST-1086,09-04-2025,Minute Maid Lemonade,Juices & Plant-Based,12,2.25,27
ORD-5039,CUST-1086,09-04-2025,Sprite,Carbonated Soft Drinks,2,1.45,2.9
ORD-5039,CUST-1086,09-04-2025,Kinley Water 500ml,Hydration,12,1,12
ORD-5039,CUST-1086,09-04-2025,Honest Tea Peach,Tea & Coffee,11,2.2,24.2
ORD-5040,CUST-1031,22-02-2024,Honest Tea Peach,Tea & Coffee,11,2.2,24.2
ORD-5040,CUST-1031,22-02-2024,Kinley Water 500ml,Hydration,2,1,2
ORD-5040,CUST-1031,22-02-2024,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5041,CUST-1005,26-06-2024,Kinley Soda,Hydration,6,1.2,7.2
ORD-5041,CUST-1005,26-06-2024,Diet Coke,Carbonated Soft Drinks,9,1.5,13.5
ORD-5041,CUST-1005,26-06-2024,Kinley Soda,Hydration,6,1.2,7.2
ORD-5041,CUST-1005,26-06-2024,Coca-Cola Classic,Carbonated Soft Drinks,7,1.5,10.5
ORD-5042,CUST-1062,24-02-2024,Minute Maid Orange Juice,Juices & Plant-Based,11,2.5,27.5
ORD-5042,CUST-1062,24-02-2024,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5042,CUST-1062,24-02-2024,Fairlife 2% Milk,Juices & Plant-Based,3,4.5,13.5
ORD-5042,CUST-1062,24-02-2024,Minute Maid Lemonade,Juices & Plant-Based,3,2.25,6.75
ORD-5043,CUST-1093,24-09-2024,Kinley Water 500ml,Hydration,9,1,9
ORD-5043,CUST-1093,24-09-2024,Fairlife Protein Shake,Juices & Plant-Based,8,5,40
ORD-5043,CUST-1093,24-09-2024,Monster Energy Original,Energy Drinks,7,3.5,24.5
ORD-5044,CUST-1093,30-10-2024,Minute Maid Orange Juice,Juices & Plant-Based,4,2.5,10
ORD-5044,CUST-1093,30-10-2024,Honest Tea Peach,Tea & Coffee,2,2.2,4.4
ORD-5044,CUST-1093,30-10-2024,Fanta Orange,Carbonated Soft Drinks,8,1.45,11.6
ORD-5045,CUST-1031,19-01-2025,Kinley Water 500ml,Hydration,10,1,10
ORD-5045,CUST-1031,19-01-2025,Kinley Soda,Hydration,7,1.2,8.4
ORD-5045,CUST-1031,19-01-2025,Minute Maid Orange Juice,Juices & Plant-Based,1,2.5,2.5
ORD-5045,CUST-1031,19-01-2025,Monster Energy Original,Energy Drinks,6,3.5,21
ORD-5046,CUST-1023,06-09-2024,Minute Maid Orange Juice,Juices & Plant-Based,5,2.5,12.5
ORD-5046,CUST-1023,06-09-2024,Minute Maid Orange Juice,Juices & Plant-Based,5,2.5,12.5
ORD-5047,CUST-1076,25-12-2024,Monster Ultra White,Energy Drinks,1,3.75,3.75
ORD-5047,CUST-1076,25-12-2024,Monster Ultra White,Energy Drinks,4,3.75,15
ORD-5047,CUST-1076,25-12-2024,Diet Coke,Carbonated Soft Drinks,4,1.5,6
ORD-5048,CUST-1092,27-07-2024,Monster Ultra White,Energy Drinks,4,3.75,15
ORD-5048,CUST-1092,27-07-2024,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5048,CUST-1092,27-07-2024,Kinley Soda,Hydration,12,1.2,14.4
ORD-5048,CUST-1092,27-07-2024,Monster Energy Original,Energy Drinks,8,3.5,28
ORD-5049,CUST-1002,17-02-2024,Sprite,Carbonated Soft Drinks,7,1.45,10.15
ORD-5049,CUST-1002,17-02-2024,Fairlife 2% Milk,Juices & Plant-Based,4,4.5,18
ORD-5049,CUST-1002,17-02-2024,Fanta Orange,Carbonated Soft Drinks,11,1.45,15.95
ORD-5050,CUST-1074,07-07-2024,Monster Ultra White,Energy Drinks,9,3.75,33.75
ORD-5050,CUST-1074,07-07-2024,Minute Maid Orange Juice,Juices & Plant-Based,7,2.5,17.5
ORD-5050,CUST-1074,07-07-2024,Fairlife 2% Milk,Juices & Plant-Based,9,4.5,40.5
ORD-5050,CUST-1074,07-07-2024,Minute Maid Orange Juice,Juices & Plant-Based,6,2.5,15
ORD-5051,CUST-1089,20-08-2024,Fanta Orange,Carbonated Soft Drinks,5,1.45,7.25
ORD-5051,CUST-1089,20-08-2024,Sprite,Carbonated Soft Drinks,2,1.45,2.9
ORD-5051,CUST-1089,20-08-2024,Fairlife 2% Milk,Juices & Plant-Based,4,4.5,18
ORD-5052,CUST-1040,02-03-2024,Sprite,Carbonated Soft Drinks,4,1.45,5.8
ORD-5052,CUST-1040,02-03-2024,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5053,CUST-1035,05-01-2025,Diet Coke,Carbonated Soft Drinks,4,1.5,6
ORD-5053,CUST-1035,05-01-2025,Fanta Orange,Carbonated Soft Drinks,4,1.45,5.8
ORD-5053,CUST-1035,05-01-2025,Minute Maid Orange Juice,Juices & Plant-Based,3,2.5,7.5
ORD-5054,CUST-1038,08-01-2024,Fanta Orange,Carbonated Soft Drinks,1,1.45,1.45
ORD-5054,CUST-1038,08-01-2024,Coca-Cola Classic,Carbonated Soft Drinks,9,1.5,13.5
ORD-5055,CUST-1037,23-12-2024,Kinley Soda,Hydration,8,1.2,9.6
ORD-5055,CUST-1037,23-12-2024,Diet Coke,Carbonated Soft Drinks,1,1.5,1.5
ORD-5056,CUST-1073,25-05-2024,Monster Energy Original,Energy Drinks,8,3.5,28
ORD-5056,CUST-1073,25-05-2024,Minute Maid Orange Juice,Juices & Plant-Based,3,2.5,7.5
ORD-5056,CUST-1073,25-05-2024,Coca-Cola Classic,Carbonated Soft Drinks,5,1.5,7.5
ORD-5056,CUST-1073,25-05-2024,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5057,CUST-1014,24-02-2025,Minute Maid Lemonade,Juices & Plant-Based,8,2.25,18
ORD-5058,CUST-1009,22-10-2024,Coke Zero Sugar,Carbonated Soft Drinks,3,1.6,4.8
ORD-5059,CUST-1072,04-06-2024,Sprite,Carbonated Soft Drinks,2,1.45,2.9
ORD-5060,CUST-1071,26-01-2025,Kinley Water 500ml,Hydration,10,1,10
ORD-5060,CUST-1071,26-01-2025,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5060,CUST-1071,26-01-2025,Sprite,Carbonated Soft Drinks,9,1.45,13.05
ORD-5060,CUST-1071,26-01-2025,Minute Maid Lemonade,Juices & Plant-Based,8,2.25,18
ORD-5061,CUST-1056,01-06-2024,Fanta Orange,Carbonated Soft Drinks,10,1.45,14.5
ORD-5061,CUST-1056,01-06-2024,Kinley Water 500ml,Hydration,1,1,1
ORD-5061,CUST-1056,01-06-2024,Kinley Water 500ml,Hydration,12,1,12
ORD-5061,CUST-1056,01-06-2024,Diet Coke,Carbonated Soft Drinks,4,1.5,6
ORD-5062,CUST-1080,18-04-2024,Kinley Soda,Hydration,2,1.2,2.4
ORD-5062,CUST-1080,18-04-2024,Coke Zero Sugar,Carbonated Soft Drinks,4,1.6,6.4
ORD-5062,CUST-1080,18-04-2024,Coke Zero Sugar,Carbonated Soft Drinks,9,1.6,14.4
ORD-5063,CUST-1009,21-03-2024,Minute Maid Lemonade,Juices & Plant-Based,8,2.25,18
ORD-5064,CUST-1088,31-10-2024,Fanta Orange,Carbonated Soft Drinks,1,1.45,1.45
ORD-5064,CUST-1088,31-10-2024,Sprite,Carbonated Soft Drinks,5,1.45,7.25
ORD-5064,CUST-1088,31-10-2024,Fairlife 2% Milk,Juices & Plant-Based,5,4.5,22.5
ORD-5064,CUST-1088,31-10-2024,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5065,CUST-1009,17-12-2024,Fanta Orange,Carbonated Soft Drinks,11,1.45,15.95
ORD-5065,CUST-1009,17-12-2024,Kinley Water 500ml,Hydration,11,1,11
ORD-5066,CUST-1025,05-08-2024,Monster Ultra White,Energy Drinks,4,3.75,15
ORD-5067,CUST-1082,17-03-2024,Honest Tea Peach,Tea & Coffee,3,2.2,6.6
ORD-5067,CUST-1082,17-03-2024,Diet Coke,Carbonated Soft Drinks,1,1.5,1.5
ORD-5067,CUST-1082,17-03-2024,Coke Zero Sugar,Carbonated Soft Drinks,5,1.6,8
ORD-5068,CUST-1076,18-01-2025,Monster Energy Original,Energy Drinks,2,3.5,7
ORD-5068,CUST-1076,18-01-2025,Monster Energy Original,Energy Drinks,12,3.5,42
ORD-5068,CUST-1076,18-01-2025,Fanta Orange,Carbonated Soft Drinks,12,1.45,17.4
ORD-5069,CUST-1051,19-05-2024,Monster Energy Original,Energy Drinks,2,3.5,7
ORD-5069,CUST-1051,19-05-2024,Kinley Water 500ml,Hydration,1,1,1
ORD-5069,CUST-1051,19-05-2024,Minute Maid Lemonade,Juices & Plant-Based,12,2.25,27
ORD-5069,CUST-1051,19-05-2024,Minute Maid Orange Juice,Juices & Plant-Based,10,2.5,25
ORD-5070,CUST-1032,14-01-2024,Sprite,Carbonated Soft Drinks,11,1.45,15.95
ORD-5071,CUST-1073,27-10-2024,Fairlife Protein Shake,Juices & Plant-Based,11,5,55
ORD-5072,CUST-1034,22-10-2024,Fairlife Protein Shake,Juices & Plant-Based,3,5,15
ORD-5073,CUST-1060,22-09-2024,Fanta Orange,Carbonated Soft Drinks,3,1.45,4.35
ORD-5073,CUST-1060,22-09-2024,Kinley Water 500ml,Hydration,7,1,7
ORD-5073,CUST-1060,22-09-2024,Kinley Soda,Hydration,8,1.2,9.6
ORD-5073,CUST-1060,22-09-2024,Diet Coke,Carbonated Soft Drinks,8,1.5,12
ORD-5074,CUST-1044,28-07-2024,Minute Maid Orange Juice,Juices & Plant-Based,11,2.5,27.5
ORD-5074,CUST-1044,28-07-2024,Diet Coke,Carbonated Soft Drinks,3,1.5,4.5
ORD-5074,CUST-1044,28-07-2024,Minute Maid Orange Juice,Juices & Plant-Based,7,2.5,17.5
ORD-5075,CUST-1088,10-09-2024,Kinley Soda,Hydration,7,1.2,8.4
ORD-5075,CUST-1088,10-09-2024,Honest Tea Peach,Tea & Coffee,9,2.2,19.8
ORD-5075,CUST-1088,10-09-2024,Coca-Cola Classic,Carbonated Soft Drinks,8,1.5,12
ORD-5076,CUST-1011,10-06-2024,Minute Maid Orange Juice,Juices & Plant-Based,2,2.5,5
ORD-5076,CUST-1011,10-06-2024,Fairlife Protein Shake,Juices & Plant-Based,7,5,35
ORD-5076,CUST-1011,10-06-2024,Honest Tea Peach,Tea & Coffee,9,2.2,19.8
ORD-5077,CUST-1000,02-12-2024,Minute Maid Lemonade,Juices & Plant-Based,1,2.25,2.25
ORD-5077,CUST-1000,02-12-2024,Sprite,Carbonated Soft Drinks,9,1.45,13.05
ORD-5077,CUST-1000,02-12-2024,Minute Maid Orange Juice,Juices & Plant-Based,10,2.5,25
ORD-5077,CUST-1000,02-12-2024,Fairlife Protein Shake,Juices & Plant-Based,8,5,40
ORD-5078,CUST-1080,14-08-2024,Sprite,Carbonated Soft Drinks,5,1.45,7.25
ORD-5079,CUST-1070,08-03-2024,Monster Energy Original,Energy Drinks,12,3.5,42
ORD-5079,CUST-1070,08-03-2024,Monster Energy Original,Energy Drinks,2,3.5,7
ORD-5079,CUST-1070,08-03-2024,Coca-Cola Classic,Carbonated Soft Drinks,11,1.5,16.5
ORD-5080,CUST-1077,13-02-2025,Fairlife 2% Milk,Juices & Plant-Based,3,4.5,13.5
ORD-5080,CUST-1077,13-02-2025,Fanta Orange,Carbonated Soft Drinks,9,1.45,13.05
ORD-5081,CUST-1001,09-10-2024,Diet Coke,Carbonated Soft Drinks,4,1.5,6
ORD-5081,CUST-1001,09-10-2024,Honest Tea Peach,Tea & Coffee,2,2.2,4.4
ORD-5081,CUST-1001,09-10-2024,Monster Energy Original,Energy Drinks,2,3.5,7
ORD-5081,CUST-1001,09-10-2024,Kinley Soda,Hydration,3,1.2,3.6
ORD-5082,CUST-1063,22-04-2025,Monster Ultra White,Energy Drinks,12,3.75,45
ORD-5082,CUST-1063,22-04-2025,Fanta Orange,Carbonated Soft Drinks,7,1.45,10.15
ORD-5082,CUST-1063,22-04-2025,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5083,CUST-1060,04-05-2024,Monster Ultra White,Energy Drinks,3,3.75,11.25
ORD-5083,CUST-1060,04-05-2024,Minute Maid Lemonade,Juices & Plant-Based,4,2.25,9
ORD-5083,CUST-1060,04-05-2024,Kinley Water 500ml,Hydration,9,1,9
ORD-5083,CUST-1060,04-05-2024,Fairlife 2% Milk,Juices & Plant-Based,3,4.5,13.5
ORD-5084,CUST-1008,21-05-2024,Minute Maid Orange Juice,Juices & Plant-Based,9,2.5,22.5
ORD-5084,CUST-1008,21-05-2024,Fanta Orange,Carbonated Soft Drinks,1,1.45,1.45
ORD-5084,CUST-1008,21-05-2024,Fanta Orange,Carbonated Soft Drinks,12,1.45,17.4
ORD-5084,CUST-1008,21-05-2024,Fanta Orange,Carbonated Soft Drinks,10,1.45,14.5
ORD-5085,CUST-1074,03-12-2024,Honest Tea Peach,Tea & Coffee,3,2.2,6.6
ORD-5085,CUST-1074,03-12-2024,Monster Energy Original,Energy Drinks,9,3.5,31.5
ORD-5085,CUST-1074,03-12-2024,Monster Energy Original,Energy Drinks,6,3.5,21
ORD-5085,CUST-1074,03-12-2024,Minute Maid Orange Juice,Juices & Plant-Based,9,2.5,22.5
ORD-5086,CUST-1097,05-10-2024,Monster Energy Original,Energy Drinks,6,3.5,21
ORD-5086,CUST-1097,05-10-2024,Honest Tea Peach,Tea & Coffee,4,2.2,8.8
ORD-5086,CUST-1097,05-10-2024,Fairlife 2% Milk,Juices & Plant-Based,4,4.5,18
ORD-5086,CUST-1097,05-10-2024,Kinley Water 500ml,Hydration,7,1,7
ORD-5087,CUST-1029,14-03-2025,Coca-Cola Classic,Carbonated Soft Drinks,6,1.5,9
ORD-5087,CUST-1029,14-03-2025,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5087,CUST-1029,14-03-2025,Fairlife 2% Milk,Juices & Plant-Based,7,4.5,31.5
ORD-5087,CUST-1029,14-03-2025,Minute Maid Lemonade,Juices & Plant-Based,11,2.25,24.75
ORD-5088,CUST-1083,18-03-2024,Coca-Cola Classic,Carbonated Soft Drinks,3,1.5,4.5
ORD-5088,CUST-1083,18-03-2024,Monster Ultra White,Energy Drinks,10,3.75,37.5
ORD-5088,CUST-1083,18-03-2024,Minute Maid Orange Juice,Juices & Plant-Based,2,2.5,5
ORD-5088,CUST-1083,18-03-2024,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5089,CUST-1012,26-09-2024,Coca-Cola Classic,Carbonated Soft Drinks,12,1.5,18
ORD-5089,CUST-1012,26-09-2024,Coke Zero Sugar,Carbonated Soft Drinks,7,1.6,11.2
ORD-5089,CUST-1012,26-09-2024,Honest Tea Peach,Tea & Coffee,11,2.2,24.2
ORD-5089,CUST-1012,26-09-2024,Coke Zero Sugar,Carbonated Soft Drinks,2,1.6,3.2
ORD-5090,CUST-1060,04-02-2025,Minute Maid Orange Juice,Juices & Plant-Based,10,2.5,25
ORD-5090,CUST-1060,04-02-2025,Fairlife 2% Milk,Juices & Plant-Based,7,4.5,31.5
ORD-5090,CUST-1060,04-02-2025,Kinley Soda,Hydration,2,1.2,2.4
ORD-5091,CUST-1042,12-03-2025,Minute Maid Orange Juice,Juices & Plant-Based,11,2.5,27.5
ORD-5091,CUST-1042,12-03-2025,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5091,CUST-1042,12-03-2025,Honest Tea Peach,Tea & Coffee,9,2.2,19.8
ORD-5091,CUST-1042,12-03-2025,Coca-Cola Classic,Carbonated Soft Drinks,10,1.5,15
ORD-5092,CUST-1008,30-04-2024,Sprite,Carbonated Soft Drinks,12,1.45,17.4
ORD-5092,CUST-1008,30-04-2024,Diet Coke,Carbonated Soft Drinks,7,1.5,10.5
ORD-5092,CUST-1008,30-04-2024,Diet Coke,Carbonated Soft Drinks,11,1.5,16.5
ORD-5093,CUST-1090,22-03-2025,Monster Energy Original,Energy Drinks,3,3.5,10.5
ORD-5094,CUST-1088,02-06-2024,Coca-Cola Classic,Carbonated Soft Drinks,6,1.5,9
ORD-5095,CUST-1007,30-05-2024,Minute Maid Orange Juice,Juices & Plant-Based,7,2.5,17.5
ORD-5095,CUST-1007,30-05-2024,Coke Zero Sugar,Carbonated Soft Drinks,4,1.6,6.4
ORD-5095,CUST-1007,30-05-2024,Monster Ultra White,Energy Drinks,7,3.75,26.25
ORD-5096,CUST-1072,15-12-2024,Coke Zero Sugar,Carbonated Soft Drinks,3,1.6,4.8
ORD-5096,CUST-1072,15-12-2024,Diet Coke,Carbonated Soft Drinks,10,1.5,15
ORD-5097,CUST-1048,13-11-2024,Monster Energy Original,Energy Drinks,10,3.5,35
ORD-5097,CUST-1048,13-11-2024,Coke Zero Sugar,Carbonated Soft Drinks,4,1.6,6.4
ORD-5098,CUST-1059,22-11-2024,Monster Energy Original,Energy Drinks,5,3.5,17.5
ORD-5098,CUST-1059,22-11-2024,Kinley Soda,Hydration,1,1.2,1.2
ORD-5098,CUST-1059,22-11-2024,Fairlife Protein Shake,Juices & Plant-Based,8,5,40
ORD-5099,CUST-1036,12-12-2024,Diet Coke,Carbonated Soft Drinks,8,1.5,12
ORD-5099,CUST-1036,12-12-2024,Minute Maid Orange Juice,Juices & Plant-Based,10,2.5,25
ORD-5100,CUST-1038,23-11-2024,Fairlife 2% Milk,Juices & Plant-Based,5,4.5,22.5
ORD-5100,CUST-1038,23-11-2024,Monster Energy Original,Energy Drinks,5,3.5,17.5
ORD-5100,CUST-1038,23-11-2024,Sprite,Carbonated Soft Drinks,7,1.45,10.15
ORD-5100,CUST-1038,23-11-2024,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5101,CUST-1013,01-05-2024,Kinley Water 500ml,Hydration,6,1,6
ORD-5101,CUST-1013,01-05-2024,Kinley Water 500ml,Hydration,5,1,5
